"date","CNPJ_FUNDO","VL_QUOTA","ibov_close","usdbrl_close","irf_m1p","irf_m","ima_b5","ima_b5p","ima_b","ima_c","ima_s","ima_geral_ex_c","ima_geral","sp500_close"
2020-05-18,"28.851.710/0001-44",11.369668,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"20.658.576/0001-58",2.6753935,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"11.858.554/0001-40",23.61558,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"28.866.524/0001-89",1.21419074,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"21.407.385/0001-86",15.575115,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"11.977.794/0001-64",3.5286536,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"29.152.383/0001-03",11.075795,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"21.624.757/0001-26",1.748081,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"12.004.203/0001-35",4.61191009,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"29.197.055/0001-15",12.035183,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"22.003.930/0001-31",1.61787119,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"12.105.940/0001-24",2.7785137,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
2020-05-18,"29.224.634/0001-00",1.127337,81194.29,5.7204,15699.496577,13922.849086,6505.30995,8611.40268,7233.982499,7674.901998,4735.544998,5874.549664,5932.877923,2953.91
